city,activities_category,name,address,price,description,picture
Séoul,museum,Dongdaemun Gate (Heunginjimun),"288 Jong-ro, Jongno 6(yuk)-ga, Jongno-gu, Seoul, South Korea",0,"Introduction
Heunginjimun Gate was built to protect Hanseongbu, which historically housed important government facilities. Heunginjimun Gate was the gate on the east side of the outer wall of Seoul Fortress among eight gates. It is referred to as Dongdaemun Gate as well. The gate was constructed during King Taejo’s 5th year in 1396, remodeled during the reign of King Danjong in 1453 and was newly built in 1869 during the sixth year of King Gojong’s reign in 1869.

The gate features a hipped roof which has five front compartments and two side compartments on a two-storied building. The thin and weak bracket system supports the eaves and is excessively decorated, reflecting the construction features of the late Joseon period. Also, outside of the fortress is the half-circle shaped Ongseong, a small wall, to protect the gate.

One of the unique factors of Heunginjimun Gate is that it is the only gate among Seoul’s eight to have Ongseong, further exhibiting the style of construction used during the late Joseon period as well.",
Séoul,museum,Dream Forest,"173 Wolgye-ro, Beon 3(sam)-dong, Gangbuk-gu, Seoul, South Korea",0,"Introduction
Dream Forest, previously known as Odong Geullin Park, is located at Bun-dong, Gangbuk-gu Seoul. Renovated and reopened on October 2009, Dream Forest is the fourth largest park after World Cup Park(2.76million ㎡), Olympic Park (1.45million ㎡), and Seoul Forest(1.20million ㎡) and the first large-scale green park created in the Gangbuk area.

Major attractions of the park include Wolyeongji Pond, Grass Square, Wolgwang Waterfall, Aewoljeong Pavilion, and Chilbokji (confluence of 7 different artificial waterfalls), Event Garden, Children’s Gallery, Wild Grass Garden, Deer Ranch, Exploring Path, Forest Rest, and a water park. Recently, the Changnyeongwigungjaesa estate (registered cultural heritage No. 40) has been restored with other traditional landscape architectures such as a pond, pavilion and waterfall created nearby to double the genuine beauty of Korean traditional park.

On the slanted hill side where used to be sleigh slopes are now turned into a complex cultural space with Northern-Seoul Art Center that houses fantastic-looking observatory, performance hall, book café, and gallery; and a restaurant; jumping fountain; and children’s playground. Dream Forest Observatory where a drama ‘IRIS’ was filmed, provides a fantastic view of Bukhansan Mt., Dobongsan Mt. and Suraksan Mt. to the north while N-tower and Hangang River to the south. Just outside the park that is surrounded by apartment buildings and roads are a cultural exhibition lounge, forest workout space, badminton court and walking path for the residents.



Telephone
+82-2-2289-4000

Opening date
October 17, 2009

Closed
N/A (Open all year round)

Film Locations
Drama ""Iris (2009)""

Activity Information
Children activity programs offered

Parking Facilities
Available (402 spaces)
* Spaces is limited; recommend using public transit.

Available Facilities
Lake, Art center, Cultural center, Wolgwang falls, Grass square, Observatory, Traditional garden, Pocker park, Cafeteria, Walk road, Bike road

Admission Fees
Free

Parking Fees
300 won for every 10 minutes
* Disabled, men of national merit: 80% off
* Light-weight cars, low-pollution cars: 50% off

Facilities for the Handicapped
Available

Baby Stroller Rentals
Available for ages 23 months and younger
* Visitor's Center 09:00-17:00 (Closed Mondays)

Pets
Permitted (* Must be leashed and cleaned up after at all times)",
Séoul,museum,Yongsan Family Park,"Yongsandong 6(yuk)-ga, Yongsan-gu, Seoul, South Korea",0,,
Séoul,museum,Seoul Plaza,"135 Sejong-daero, Taepyeongno 1(il)-ga, Jung-gu, Seoul, South Korea",,"Introduction
Seoul Plaza in front of City Hall is a historic site where the March 1, 1919 (Samil) Independence Movement and the pro-democracy movement in June 1987 were held. It is also a well-known place where tens of thousands of Korean soccer fans came to cheer at during the 2002 World Cup Games.

This oval grass square in front of Seoul City Hall, re-established in 2004, is used as a place to hold various events and cultural festivals like “Hi! Seoul Festival,” and is enjoyed by many Seoulites as a place to rest. One of the attractions of Seoul Plaza is the Floor Water Fountain, which looks like a normal sidewalk but shoots water up very high from the floor when you walk across it. The 48 floor lights along the grass square and Fala- a round type outer wall clock- are other attractive features of the Square.

The Fala, in particular, is designed to ring the Boshingak Belfry sound at high noon everyday. The Floor Water Fountain presents a grand sight with 35 underwater lights.",
Séoul,museum,Poopoo Land,"44 Insadong-gil, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",,,
Séoul,museum,Sungnyemun Gate (Namdaemun Gate),"40 Sejong-daero, Namdaemunno 4(sa)-ga, Jung-gu, Seoul, South Korea",0,"Introduction
Sungnyemun Gate is Korea’s National Treasure No. 1, and its unofficial name is Namdaemun Gate. Sungnyemun Gate is the largest castle gate stone structure with an arched entrance in the middle. There’s a column on top of a platform, raising the roof, distinguishing the upper stories and lower stories of the building. Passageways for traffic are located at the east and west ends of the gate. Different from the other gates, Sungnyemun Gate’s tablet has its name written vertically.

On February 10, 2008, Sungnyemun was destroyed by fire. After a 5-year reconstruction work, the gate was re-opened to the public again as of May 4, 2013.",
Séoul,museum,The War and Women's Human Rights Museum,"39-13 Seongsan-dong, Mapo-gu, Seoul, South Korea",3000,"Introduction

The War Memorial of Korea, located in Yongsan-gu, Seoul, exhibits and preserve materials related to the Korean War and serves as a national moral educational venue. It was established to commemorate the noble sacrifice of patriotic martyrs by the War Memorial Service Korea Society on June 10, 1994. The museum houses approximately 33,000 artifacts with about 10,000 on display at an indoor and outside exhibition halls. There are six separate indoor halls, including Expeditionary Forces Room, Patriotic Memorial Room, War History Room, 6·25 Korean War Room, Development Hall and Large Machinery Room. The outdoor exhibition hall showcases large-sized weapons. Visitors of all ages from children to adults can also participate in 20 various educational programs and diverse cultural events such as military music and honor guard events, drawing contest, cultural event and more. The character of War Memorial of Korea is ‘Mudori’ featuring a helmet symbolizing the protection of the nation and a bay leaf meaning peace.",
Séoul,museum,Seoul Daehangno,"Hyehwa-dong, Jongno-gu, Seoul, South Korea",,"Introduction
Daehangno Street, known as the street for young people, is the former location of Seoul National University. In the 1980s, many theater groups started moving to Daehangno, and it soon developed into a cultural center. In a short period of time, movie theaters, live-cafes, regular cafes and pubs sprung up, and it grew into an entertainment district. Its popularity is still maintained by famous small theaters such as Parangsae (Blue Bird) Theater and Hakjeong Theater, and some 30 additional theaters have concentrated here to contribute in keeping Daehangno as the root of performance art in Korea.

The center of Daehangno, Marronnier Park, has frequent live acts and dance performances by young people. This is why Daehangno is called the “Play Mecca” and “Young Street” as well. Another reason Daehangno became so popular with young people is the various interesting sights and food to be found here. Many restaurants, fast food joints, cafes, and bars are concentrated here, making it convenient for people to find something to do after plays and live-performances. Its unique atmosphere and space continues to be loved by many young people.
",
Séoul,museum,Lotte World Folk Museum,"240 Olympic-ro, Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",,"Introduction
Lotte World Folk Museum shows the complete history of Korea from the Paleolithic age to the Korean Independence in a creative and friendly manner. Of particular note is the Miniature Zone, where visitors can see the various lifestyles among different classes of the Joseon Dynasty and throughout the seasons.",
Séoul,museum,Noryangjin Fisheries Wholesale Market,"674 Nodeul-ro, Noryangjin 2(i)-dong, Dongjak-gu, Seoul, South Korea",0,"Introduction
Opened in 1927 on Uiju-ro, next to the Seoul Station, Noryangjin Fishery Market is one of Korea's largest seafood markets. The seafood market was moved to the newly constructed building in 1971 at Noryangjin and Suhyup took over the market to promote fishery industry, as well as to increase fisher’s income in 2002. In addition, they started modernizing projects that made it a leading fishery market in Korea, co-existing distribution and culture alike. The market handles about 50% of metropolitan volumes and 250 to 300 tons of marine products are traded every day. The prices of marine products are decided according to the quantity so one is recommended to visit the official website to check the bid. General retail prices are 10 to 20% higher than the auction prices. Mixing across wholesales and retails, the market offers live atmosphere of early morning market, starting from 1 a.m. and offers various interesting scenes to see. In particular, at around 3 a.m., a live fish auction allows visitors to feel the authentic market place atmosphere among sellers and buyers.",
Séoul,museum,Pyeonghwa Market's Dongdaemun Grilled Fish Street,"Jongno-gu, Seoul, South Korea",0,"Comprehensive Clothes Shopping: from Fabrics to Accessories

Dongdaemun has every fashion item imaginable: fabric, clothes, accessories, and wedding goods. The newest fashion trends, along with the newest fabrics, often make their debut in the market. It is home to the largest clothing suppliers in Korea, and aspiring designers also come to here to hone and test their skills. Cheap and diverse clothes attract not just fashion leaders but also the average consumer. It has become a place frequented by major Korean and international buyers as well.

Dongdaemun Market started as a traditional market in 1905 and experienced its first major transformation in 1970s as it began to develop as a center of the textile industry (both wholesale and retail), further contributing to the fast economic growth of Korea at that time. With the later construction of mega shopping buildings in the area, the market became reborn as the most famous fashion street in Korea.

Wholesalers across the country visit the market at night, forming an iconic night image in Seoul. The market is a mixture of both traditional and modern stores. Some stores maintain their old buildings, selling clothing materials, crafting clothes, or processing them. Modern shopping malls (such as Cerestar, Migliore, Designer�s Club, and Doosan Tower) popped up in the late 1990s, attracting young people by holding frequent music and dance performances at night. Various fashion shows and festivities are also held year-round.

Even though stores may sell goods wholesale, individual consumers and tourists purchase them at retail prices. The market offers special fabrics not found anywhere else and sells material and accessories at very reasonable prices. Simple accessories can even be made on-site at some stores. Plenty of currency exchange services and information desks provide a pleasant shopping experience for international visitors.",
Séoul,museum,Seonyudo Park,"343 Seonyu-ro, Dangsan 2(i)-dong, Yeongdeungpo-gu, Seoul, South Korea",,"Introduction
""Located in the middle of Yanghwadaegyo Bridge, Seonyudo Park is the first ecological water park in Korea, repurposing a former water purification plant.

Built on area of 114,000㎡, the park consists of Water Purifying Botanical Garden, Aquatic Botanical Garden, an eco-friendly water playground, and more attractions where visitors can appreciate various aquatic plants and an ecological forest. There are also various things to see and areas to take a rest in the park, offering a great chance for visitors to learn about the ecosystem and to experience nature.

A pedestrian bridge connecting Seonyudo Island to the Yanghwa area is an ideal place to enjoy the beautiful views of the Hangang River, including the World Cup Fountain and World Cup Park. With colorful lights, the area is gaining popularity as a tourist spot to enjoy the nightscape near the Hangang River. An exhibition hall in the park displays photos of the Hangang River and has various convenient facilities including a computer room and restrooms.",
Séoul,museum,Korea Furniture Museum,"121 Daesagwan-ro, Seongbuk-dong, Seongbuk-gu, Seoul, South Korea",20000,"The Korea Furniture Museum is a unique museum that focuses only on traditional wooden furniture. The museum's collection boasts more than 2,500 pieces of traditional Korean furniture. Rather than exhibiting the collection behind glass in a regular museum set-up, the pieces are displayed in 10 hanok to show visitors how these pieces would have actually been used in daily life. Visitors must make reservations in advance to visit the museum. Reservations can be made online in English at the museum's website and the ticket includes a guided tour.",
Séoul,museum,Daelim Museum,"21 Jahamun-ro 4-gil, Tongui-dong, Jongno-gu, Seoul, South Korea",10000,"Introduction
The Daelim Museum, founded by the Daelim Group, was first established in Daejeon in 1996 and later moved to Jongno, Seoul in 2002. The art gallery studies, analyzes, and presents modern art through the lens of photography and holds exhibitions centered around photo media.

The museum is located in the residential area of Tongui-dong, near the time-honored Gyeongbokgung Palace. The museum, which was designed by French architect, Vincent Cornu, and built by the Daelim Corporation, opened its door to the public in late May, 2002.

On the first floor, there is a garden, parking lot, reception desk, storage area, and conference room. On the second and third floor are offices and a 180-pyeong (approx. 595m²) exhibition hall consisting of small and large rooms, a long gallery, and a special high-ceilinged exhibition space. On the fourth floor, there is a seminar room that can seat up to 120 guests and a balcony with a beautiful view. From the balcony of the seminar room, you may enjoy a wide open view of Inwangsan Mt. and Bukhansan Mt. The stained glass panels (designed to reflect the beauty of Korean traditional cloth) and the scenic lounges on the 2nd and 3rd floors of the building add to the overall charm.

Above all else, the museum was designed with consideration of the photos, which are very sensitive to humidity, light, and temperature.

Industry Information
1) Balance between artistry and popularity
2) Introduction to Korea about the art of domestic and international photography
3) Regional art work support / Jazz Concert
4) Related program to Gyeongbokgung Palace",
Séoul,museum,The Blue House (Cheong Wa Dae) Tour,"1 Cheongwadae-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",0,"Introduction
The signature markings of the Presidential Residence of Cheong Wa Dae are its blue tiles. It is the first thing that catches one's attention upon entering the premises. The blue tiles and the smooth roof blend beautifully with Bugaksan Mountain in the backdrop.

The unique buildings of Cheong Wa Dae are comprised of the Main Office, Yeongbingwan (Guest House), Chunchugwan (Spring and Autumn Pavilion), Nokjiwon (Green grass), the Mugunghwa (Rose of Sharon) Valley, and the Seven Palaces. It is interesting to see that these buildings all have distinctive shapes. They are unique and beautifully designed, built in the traditional Korean style. The blue tiles and the smooth curve shape of the main office roofs are elegantly built. Approximately 150 thousand tiles compose the roof of the Blue House. Each were baked individually which make them strong enough to be used for hundreds of years. If you turn to the right you will see Chunchugwan. The roof of Chunchugwan was made of earthen tiles. This is where the president's press conferences are held. On the left side of the main office, there is the Yeongbingwan. It was designed to hold large conferences and official events for foreign guests.

You can walk along Nokjiwon and the Mugunghwa Valley. At Nokjiwon a succession of presidents planted trees on memorial occasions. There is one famous tree which is 310 years old. The Mugunghwa Valley has colorful flowers, a fountain, and a phoenix statue, which makes it perfect for taking pictures. It is best to visit here between July and October when the Mugunghwa flowers bloom.

A walk around the paths just outside the Blue House grounds is a pleasure as the surroundings are peaceful and beautiful. The paths follow Gyeongbokgung Palace to the Blue House and to Samcheong-dong Park. The walk from the East Gate of Gyeongbokgung Palace to the Blue House is the most beautiful part. With the road in the middle, there is the Gyeongbokgung Palace stone wall on the left and galleries and old buildings on the right. The stone wall of Gyeongbokgung Palace is scattered with beautiful old trees that will comfort you. Across the street are Hyundai Gallery, Geumho Gallery and other famous galleries and stylish cafes. Of the many nice cafes and restaurants, there is ""The Restaurant."" Its interior is modern and one side of the building is a glass wall where you can enjoy viewing the scenery and the stonewall alley while dining. After you pass this area, and before you reach the Blue House, turn to the right and you will reach Samcheong-dong Park. There are also many famous restaurants and galleries in the area.",
Séoul,museum,Achasan Mountain,"Gwangjang-dong, Gwangjin-gu, Seoul, South Korea",0,"Introduction
Achasan Mountain (alt. 295.7 m) stretches from Seoul to Guri City and is an extremely popular hiking spot for residents of Seoul, Guri City and the surrounding area. Towards the top of the mountain (about 40 minutes into the climb) a panoramic view of the Hangang River and Seoul unfolds from atop the mountain.

During the Joseon Dynasty, the current day Bonghwa and Yongmabong Peak and the Manguri Cemetery were considered part of Achasan Mountain. Twenty bastions were discovered along Achasan Mountain that were originally estimated to date back to the Three Kingdoms Era. Further research indicated that some of the remains were actually part of a military fortress built during the Goguryeo Era. In light of these findings, it was officially designated a Historic Site No. 455 (2004).

Hiking Course
▲ Course1 (Duration: 1hr, 30min): Achasan Ecological Park → Pine Tree Forest → Achasanseong Fortress → Nakta Gogae Pass → Chinsu Valley → Achasan Management Office → Meeting place

▲ Course 2 (Duration: 2 hours): Meeting place → Nakta Gogae Pass → Goguryeojeong → Haemaji Square → Summit → Daeseongam Hermitage → Nakta Gogae Pass → Chinsu Valley → Meeting place

▲ Course 3 (Duration: 2hrs, 30min): Meeting place → Achasan Management Office → Chinsu Valley → Goguryeojeong → Summit → Yongmasan Mt. → Ppeongtwigigol Valley

▲ Course 4 (Duration: 2hrs, 30min): Meeting place → Pine Tree Forest → Nakta Gogae Pass → Goguryeojeong → Daeseongam Hermitage → Summit → Ancient Fortress Site No. 4 → Gingorang",
Séoul,museum,Mangwon Market,"30 Mangwon-ro 8-gil, Mangwon 1(il)-dong, Mapo-gu, Seoul, South Korea",,"A visit to a traditional market in Korea is a must not only for its wide variety of regional goods and delicious food, but also for its distinctive local atmosphere. However, with so many traditional markets found throughout the country, visitors could feel quite lost when it comes to choosing their destination.

To help with making the decision, the Korea Tourism Organization and the Ministry of Culture, Sports, and Tourism have announced a list of traditional markets to represent the year of 2018. The list consists of 20 prominent traditional markets in Korea�s, including Namdaemun Market, Tongin Market, and Mangwon Market in Seoul as well as those in other major regions such as Incheon, Busan, and Gangwon-do. The selected markets will be offering diverse experience programs and multilingual promotional brochures to provide a more convenient and enjoyable market experience.",
Séoul,museum,Common Ground,"200 Achasan-ro, Jayang 4(sa)-dong, Gwangjin-gu, Seoul, South Korea",0,"Introduction
Korea's first pop-up store built with shipping containers, Common Ground is approximately 5,300 square meters in scale, made up of 200 large containers and is capable of transforming into different structures or moving into different places. Mega-sized mainstream brands are hard to spot in Common Ground. Instead, new and trendy mid-sized shops by up-and-coming new designers and editorial shops can be found here.

On the central square of the ground market, a weekend market is held with different themes. In addition, various events such as exhibitions and performances continue to entertain shoppers while playing its role as a cultural space. On the third floor terrace, famous restaurants sprawl along the sides of the alley. If you feel like having a light snack, you can also pop down to the food trucks on the market ground that offers an exotic gastronomic dining experience.

Operating Hours
11:00-22:00
(Some 3rd floor restaurants operate 11:00-02:00)
",
Séoul,museum,Lotte Outlets Seoul Station,"405 Hangang-daero, Hoehyeon-dong, Jung-gu, Seoul, South Korea",,"Introduction
Lotte Outlet - Seoul Station Branch offers more than 140 famous brands at discounted prices. Connected to Seoul's major transportation hub - Seoul Station, the outlet provides a convenient shopping experience in the heart of Seoul.",
Séoul,museum,Cheongwadae Sarangchae,"45 Hyoja-ro 13-gil, Cheongunhyoja-dong, Jongno-gu, Seoul, South Korea",0,"Introduction
Cheongwadae Sarangchae is a space to learn about Korean culture and the history of former Korean presidents. The area is comprised of a planned exhibition hall where various special exhibitions are held. Korea Tourism Exhibit Hall and a special hall with hidden stories of Cheong Wa Dae are on the first floor, while Cheongwadae Hall which introduces former Korean presidents and Citizens Communication Experience Hall which presents government online contents are on the second floor.

Managing Organization
Korea Tourism Organization

Structure Size
Site area (4,116㎡): 1st floor (1,462.31m²). 2nd floor (1,517.31m²). Basement (1,137.36m²)

Program Information
Educational program for elementary school students: ‘I am the future president’
Every Wednesday 15:00 and Saturday 9:30 (approx. 2 hour program).
Reservation through the official website required.",
Séoul,museum,SRT,"Seoul, South Korea",,,
